run,random_seed,year,Crew Transfer Vessel 1,Crew Transfer Vessel 2,Jack-up Vessel 1,Jack-up Vessel 2
36,36,2019,912445.863822181,912443.3021557418,6115548.842592592,7667189.583333333
36,36,2020,914943.0976016304,914945.1225706069,1937237.7314814816,3613462.962962963
36,36,2021,912444.6983894159,912443.5919099072,4281933.796296297,2904642.592592593
36,36,2022,912447.2893503346,912446.0888888675,4845003.703703704,5363459.722222222
36,36,2023,912444.0672040037,912445.5431191863,9954138.888888888,6560876.851851852
36,36,2024,914941.7994249518,914944.182259286,6619192.592592592,2127585.8796296297
36,36,2025,912440.9907867839,912442.9963015426,4957916.666666667,5950543.287037037
36,36,2026,912445.370321315,912448.2867612251,9439354.62962963,7805603.240740741
37,37,2017,909938.9223630748,909937.0986524412,5943489.814814814,6545538.425925926
37,37,2018,912451.9668893887,912444.3337427567,7005383.333333333,4691735.185185186
37,37,2019,912445.3277371661,912448.2893098758,3792734.2592592593,3972167.592592593
37,37,2020,914947.1727163628,914946.5625031405,4862023.148148148,3992060.8796296297
37,37,2021,912450.2080562279,912445.6655590605,2948316.435185185,3862841.203703704
37,37,2022,912444.8228788216,912446.2238496387,6515517.824074074,5343396.296296297
37,37,2023,912450.6899470374,912447.6036394383,5162771.990740741,6910779.62962963
37,37,2024,914943.8554207692,914940.8258199808,3931723.1481481483,2561631.25
37,37,2025,912441.6405785732,912445.0085562064,7939247.453703703,3952847.9166666665
37,37,2026,912444.2811592165,912439.7799706488,4024385.6481481483,6044809.953703703
38,38,2017,909936.1384263939,909936.1614468493,3841977.314814815,2039863.888888889
38,38,2018,912447.6541103888,912447.4209158357,7331348.37962963,6235713.888888889
38,38,2019,912442.2074109596,912444.3910655276,5315258.564814814,3895034.722222222
38,38,2020,914945.9908905462,914941.6485468377,6236460.185185186,3934863.425925926
38,38,2021,912442.3604241393,912447.0835876939,6250456.018518519,8236037.5
38,38,2022,912449.3865091254,912447.4570008693,5943657.638888889,4025506.25
38,38,2023,912444.6078056602,912445.1978730657,3987747.453703704,8435891.666666666
38,38,2024,914945.5126878765,914942.7268600811,5028122.453703703,4899690.277777778
38,38,2025,912444.5071852678,912445.3237243118,9343723.611111112,5040950.925925926
38,38,2026,912442.9826956561,912450.0498324571,2718787.7314814813,1935570.3703703703
39,39,2017,909937.5613400417,909938.7655904532,5688091.203703703,1983611.111111111
39,39,2018,912447.5378827769,912448.0618025167,0.0,1935155.5555555555
39,39,2019,912443.7619378925,912446.952555688,3983166.6666666665,3125000.0
39,39,2020,914942.9777195174,914948.5953933764,2923287.2685185187,4038968.9814814813
39,39,2021,912443.4345653919,912447.1560539901,5144653.009259259,5698539.351851852
39,39,2022,912447.9076127316,912449.2179777948,5642192.592592592,3916844.907407407
39,39,2023,912446.1800183648,912446.9884196769,0.0,0.0
39,39,2024,914950.2014178073,914944.3847460116,7366333.101851852,4802795.37037037
39,39,2025,912444.5770697115,912443.4600219553,5037710.185185185,6872158.101851852
39,39,2026,912441.3108236798,912446.3251445828,5200003.240740741,4517261.111111111
40,40,2017,909940.1603176122,909939.207867918,5314326.851851852,2402243.5185185187
40,40,2018,912450.4425800974,912445.0948104581,6388257.175925926,6816190.509259259
40,40,2019,912447.9380304515,912446.7508993894,4260833.333333333,5186306.944444444
40,40,2020,914941.2907451459,914946.8228204226,4654489.351851852,8370701.851851852
40,40,2021,912445.9088643444,912447.9254778881,6475583.796296297,4813128.472222222
40,40,2022,912449.7668352841,912450.3589651544,4175094.675925926,3930234.027777778
40,40,2023,912442.5321017175,912441.8996377129,1977939.8148148148,4996740.740740741
40,40,2024,914941.1623497964,914946.5990476568,4263024.074074074,0.0
40,40,2025,912440.5902969334,912441.8705348861,4564636.574074074,4161169.212962963
40,40,2026,912444.7251328587,912444.962232018,5363310.648148148,6792605.324074074
41,41,2017,909941.6317943953,909937.66772702,3859192.1296296297,5739990.046296297
41,41,2018,912444.3831396047,912446.4454340284,3907078.935185185,1970698.3796296297
41,41,2019,912443.0476359536,912445.6120836178,10876960.185185185,9183349.768518519
41,41,2020,914945.7083806073,914944.4283609227,6086338.425925926,6223821.990740741
41,41,2021,912444.7412391169,912447.8923864042,3946650.0,3352024.3055555555
41,41,2022,912444.8232626952,912440.227308622,3909749.3055555555,4679603.472222222
41,41,2023,912441.2141329934,912446.447890661,3973611.342592593,3967731.018518518
41,41,2024,914944.4906480103,914941.3593523259,3616754.861111111,1949362.962962963
41,41,2025,912444.1935683078,912444.5817652865,6559953.240740741,5929682.638888889
41,41,2026,912441.2541031918,912443.9435094068,10295662.731481481,6387200.694444445
42,42,2017,909938.2234502797,909936.5959189493,2193217.361111111,0.0
42,42,2018,912448.8707914642,912446.5533451798,3873171.064814815,4133405.787037037
42,42,2019,912446.6202637674,912444.4876197051,1980478.9351851852,4731636.805555556
42,42,2020,914944.8718723017,914945.6632825525,6422158.564814814,4069417.361111111
42,42,2021,912443.4786292363,912446.5893597181,6659313.657407408,5286312.962962963
42,42,2022,912446.3660352959,912441.3592077997,6945948.148148148,8295537.731481481
42,42,2023,912444.2695887033,912448.591423417,9523294.675925925,7244841.666666667
42,42,2024,914948.8871799392,914941.7743619883,4015567.592592593,6849330.324074075
42,42,2025,912441.1072860023,912441.444584056,4270665.740740741,2002569.4444444445
42,42,2026,912447.0701189486,912443.2468600036,0.0,2970309.7222222225
43,43,2017,909937.961670134,909938.5543991553,7695515.972222222,8670285.416666666
43,43,2018,912448.2659900065,912447.142422047,4163460.4166666665,1935792.361111111
43,43,2019,912445.041033607,912441.184920888,0.0,1989186.8055555555
43,43,2020,914946.1267989388,914944.5368259255,7226338.657407408,4336357.175925926
43,43,2021,912445.686804338,912444.7665346314,2518511.574074074,1911486.8055555555
43,43,2022,912451.453664643,912448.8807134976,6597660.87962963,7447784.953703703
43,43,2023,912445.7812008172,912448.9553919968,3901344.4444444445,4486735.648148148
43,43,2024,914943.0519545284,914946.5443303464,1987500.0,0.0
43,43,2025,912443.407696782,912446.199798544,4162254.861111111,6922562.962962963
43,43,2026,912449.3645351542,912451.8322387047,0.0,0.0
44,44,2017,909938.1710388194,909940.8608716532,1998615.7407407407,1267540.2777777778
44,44,2018,912446.9407866913,912447.2929787311,5697525.0,5216689.12037037
44,44,2019,912444.5718757333,912447.8472653362,4230143.518518519,5858682.87037037
44,44,2020,914946.7218465989,914948.3499073709,9784500.694444444,6391353.703703703
44,44,2021,912448.2383123246,912442.3198442828,3919648.1481481483,5250730.555555556
44,44,2022,912450.233684719,912449.6631682463,1968677.7777777778,5440986.342592592
44,44,2023,912441.3796929893,912444.486643451,8594770.601851853,5832871.990740741
44,44,2024,914941.5162748898,914945.8982040205,5886781.712962963,4763746.064814815
44,44,2025,912442.4862585677,912447.1068048879,1973151.6203703703,4283941.435185186
44,44,2026,912446.7721388113,912446.276577575,9546543.75,3924476.8518518517
45,45,2017,909934.6509691089,909936.7510563596,3918726.1574074076,1976447.4537037036
45,45,2018,912445.8059260749,912446.696174612,5478629.166666667,6008060.87962963
45,45,2019,912449.0990327798,912447.4949698532,1923443.5185185184,5793757.175925926
45,45,2020,914946.148079006,914944.0228896639,5278652.777777778,4001758.796296296
45,45,2021,912454.289815371,912455.0686849909,2249743.9814814813,0.0
45,45,2022,912451.4644426863,912447.8567068744,4626653.009259259,4477612.962962963
45,45,2023,912442.3326178971,912442.6675202646,3930282.638888889,9546262.5
45,45,2024,914949.3503140047,914941.9830003489,4641160.185185185,2471394.4444444445
45,45,2025,912443.0515916989,912445.0482679456,8294539.351851852,8921467.12962963
45,45,2026,912454.0155306456,912440.5922404487,3959758.796296296,4639494.444444444
46,46,2017,909936.6784821276,909938.0106139675,4357337.037037037,881038.1944444445
46,46,2018,912447.0081400218,912444.8373068755,4100818.5185185187,6595053.009259259
46,46,2019,912447.5990842514,912448.7300864812,1963495.8333333333,0.0
46,46,2020,914944.8124596525,914950.019306497,5009760.416666667,6225544.444444444
46,46,2021,912446.2647967591,912451.1148814829,6139348.842592592,3894482.175925926
46,46,2022,912450.4637265012,912448.7967315967,0.0,2027790.5092592593
46,46,2023,912451.3917829961,912446.3400461479,4147708.796296296,1982180.3240740742
46,46,2024,914944.9997625164,914943.4072421117,5946728.935185185,7238488.194444444
46,46,2025,912445.5521361654,912440.9658606751,4457954.62962963,5063968.287037037
46,46,2026,912446.1351463769,912444.8674176203,5907489.351851852,8318111.805555556
47,47,2017,909943.8044566055,909936.9920289523,5700478.935185186,3225570.6018518517
47,47,2018,912447.5909369199,912447.123744473,1992168.287037037,700000.0
47,47,2019,912447.6198698602,912442.7951106963,7912781.018518519,8658115.74074074
47,47,2020,914945.3264702946,914946.3436661505,3834805.5555555555,6670559.722222222
47,47,2021,912444.5206151347,912444.5901204863,4995886.805555556,2576154.6296296297
47,47,2022,912449.9779835704,912447.1582819881,4981611.342592592,4745909.027777778
47,47,2023,912446.0886468192,912444.363257728,0.0,1722854.6296296297
47,47,2024,914945.484478553,914943.0811144529,8369662.962962963,7740817.592592592
47,47,2025,912440.1330338053,912441.7148188858,4524456.25,4063726.6203703703
47,47,2026,912447.157367913,912442.3393352536,2002297.2222222222,1963842.5925925926
48,48,2017,909937.3338035361,909936.9035273014,7759453.472222222,4991840.740740741
48,48,2018,912445.8120548229,912445.5352832325,140000.0,1967846.5277777778
48,48,2019,912445.9836466339,912442.6637583814,6537193.518518519,3912991.6666666665
48,48,2020,914945.002776067,914945.572205626,0.0,2628405.092592593
48,48,2021,912442.8507239899,912440.7954682893,6262537.5,4399533.796296297
48,48,2022,912448.0072325661,912446.9075813064,4959289.12037037,8621744.907407407
48,48,2023,912449.0008742838,912445.0473239212,3948040.2777777775,4639389.12037037
48,48,2024,914942.3480178706,914946.0178880813,6227855.092592592,7494647.685185185
48,48,2025,912452.504456081,912448.2967760632,6340879.166666667,5035030.092592592
48,48,2026,912444.844453846,912444.9701661547,1987877.5462962962,1957025.6944444445
49,49,2017,909935.9260781474,909936.8701827035,2670000.0,2567803.2407407407
49,49,2018,912446.5454530318,912444.3298569329,6649025.0,7649705.787037037
49,49,2019,912446.1644357897,912445.7455928846,9521367.129629629,7611819.907407408
49,49,2020,914943.0282800372,914945.8391470325,8028110.87962963,6506696.527777778
49,49,2021,912444.3734514808,912444.6006211863,5987301.388888889,9371565.50925926
49,49,2022,912446.3005560017,912449.2276114449,4236605.555555555,3967649.3055555555
49,49,2023,912448.1025819341,912447.3074992258,5695390.046296297,6628750.925925926
49,49,2024,914946.4344148821,914942.9130665943,5469645.833333333,3947076.1574074076
49,49,2025,912445.2430810588,912445.1166676376,1924833.7962962964,5232050.925925926
49,49,2026,912442.7328617728,912443.2761053421,4647516.898148148,3860386.342592593
50,50,2017,909937.2226536832,909942.8207145164,4784442.12962963,4581229.166666667
50,50,2018,912441.8360520748,912442.7412016646,5669589.12037037,1976525.2314814816
50,50,2019,912445.6535608886,912445.6279634951,2021770.8333333333,4674656.481481481
50,50,2020,914945.8100907403,914947.9279360926,7333109.722222222,4593569.907407408
50,50,2021,912446.5226605077,912448.4112499779,3370865.277777778,4257589.351851852
50,50,2022,912449.2018512989,912452.7326803495,6324201.62037037,1971310.8796296297
50,50,2023,912445.1000343217,912446.2062044264,4124365.7407407407,6146369.907407408
50,50,2024,914942.6862253492,914947.4280494347,1997434.4907407407,0.0
50,50,2025,912443.3939721102,912446.1790553023,0.0,0.0
50,50,2026,912444.515878232,912444.6592485473,3792916.6666666665,5103809.953703703
