subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
hub,repair,4,4,401717,0,51983.333333333336,453700.3333333333
main_bearing_failures,delay,4,4,0,0,282594.7688888889,282594.7688888889
main_bearing_failures,repair,4,4,1341000,0,111272.0,1452272.0
main_bearing_maintenance,delay,4,4,0,0,3416.6421296296294,3416.6421296296294
main_bearing_maintenance,maintenance,4,4,622500,0,1245.0,623745.0
oil,delay,4,4,0,0,4383.981944444445,4383.981944444445
oil,repair,4,4,261179,0,2961.6666666666665,264140.6666666666
other,delay,4,4,0,0,10848.022453703703,10848.022453703703
other,repair,4,4,710420,0,8920.833333333334,719340.8333333334
pitch,delay,4,4,0,0,104590.39027777778,104590.39027777778
pitch,repair,4,4,1679500,0,25724.166666666668,1705224.1666666667
power_supply,delay,4,4,0,0,258854.17083333334,258854.17083333334
power_supply,repair,4,4,1525614,0,38581.666666666664,1564195.6666666665
pump_motor,delay,4,4,0,0,3396.5386574074073,3396.5386574074073
pump_motor,repair,4,4,585880,0,2636.6666666666665,588516.6666666667
relay,delay,4,4,0,0,477386.7414351852,477386.7414351852
relay,repair,4,4,751905,0,27700.833333333332,779605.8333333334
safety,delay,4,4,0,0,1538.1729166666667,1538.1729166666667
safety,repair,4,4,166420,0,1195.8333333333333,167615.8333333333
sensors,delay,4,4,0,0,4035.689351851852,4035.689351851852
sensors,repair,4,4,744414,0,3886.6666666666665,748300.6666666666
service_items,delay,4,4,0,0,2007.4587962962962,2007.4587962962962
service_items,repair,4,4,30709,0,1308.3333333333335,32017.333333333336
tower_substructure,delay,4,4,0,0,895.7699074074073,895.7699074074073
tower_substructure,repair,4,4,336077,0,990.8333333333334,337067.8333333334
transformer,delay,4,4,0,0,963.33125,963.33125
transformer,maintenance,4,4,4176,0,580.0,4756.0
transformer,repair,4,4,3450,0,60.0,3510.0
xformer,delay,4,4,0,0,7501.722453703703,7501.722453703703
xformer,repair,4,4,172571,0,971.6666666666667,173542.6666666667
yaw,delay,4,4,0,0,1892.4467592592591,1892.4467592592591
yaw,repair,4,4,142968,0,1537.5,144505.5
blades,delay,5,5,0,0,8427.356712962963,8427.356712962963
blades,repair,5,5,291330,0,7215.0,298545.0
controls,delay,5,5,0,0,79783.58402777778,79783.58402777778
controls,repair,5,5,571734,0,9131.666666666666,580865.6666666666
electrical,delay,5,5,0,0,185522.07569444444,185522.07569444444
electrical,repair,5,5,284281,0,12028.333333333334,296309.3333333333
gearbox,delay,5,5,0,0,26763115.885185186,26763115.885185186
gearbox,repair,5,5,21649539,0,2099284.375,23748823.375
generator,delay,5,5,0,0,5911299.62337963,5911299.62337963
generator,repair,5,5,6991968,0,426697.5,7418665.5
heat_cool,delay,5,5,0,0,2003.291435185185,2003.291435185185
heat_cool,repair,5,5,294760,0,1633.3333333333335,296393.3333333333
