subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
pitch,delay,8,8,0,0,19498.810648148148,19498.810648148148
pitch,repair,8,8,1525650,0,16910.833333333332,1542560.8333333335
power_supply,delay,8,8,0,0,811371.9164351852,811371.9164351852
power_supply,repair,8,8,1510324,0,56619.99791666667,1566943.9979166666
pump_motor,delay,8,8,0,0,3215.734722222222,3215.734722222222
pump_motor,repair,8,8,605574,0,2783.333333333333,608357.3333333334
relay,delay,8,8,0,0,5003.202314814815,5003.202314814815
relay,repair,8,8,653227,0,3767.5,656994.5
safety,delay,8,8,0,0,1227.374074074074,1227.374074074074
safety,repair,8,8,173662,0,1178.3333333333333,174840.33333333334
sensors,delay,8,8,0,0,5270.718055555555,5270.718055555555
sensors,repair,8,8,729931,0,3913.333333333333,733844.3333333334
service_items,delay,8,8,0,0,1319.9641203703702,1319.9641203703702
service_items,repair,8,8,30838,0,1314.1666666666667,32152.166666666668
tower_substructure,delay,8,8,0,0,1339.0886574074075,1339.0886574074075
tower_substructure,repair,8,8,341680,0,1031.6666666666667,342711.6666666667
transformer,delay,8,8,0,0,1161.660648148148,1161.660648148148
transformer,maintenance,8,8,4176,0,580.0,4756.0
transformer,repair,8,8,5175,0,90.0,5265.0
xformer,delay,8,8,0,0,23700.396064814817,23700.396064814817
xformer,repair,8,8,156579,0,962.5,157541.5
yaw,delay,8,8,0,0,106831.19837962963,106831.19837962963
yaw,repair,8,8,154533,0,9313.333333333334,163846.33333333334
blades,delay,9,9,0,0,7758.173611111111,7758.173611111111
blades,repair,9,9,305019,0,7247.5,312266.5
controls,delay,9,9,0,0,6030.719212962963,6030.719212962963
controls,repair,9,9,509296,0,5591.666666666666,514887.6666666667
electrical,delay,9,9,0,0,87722.78657407408,87722.78657407408
electrical,repair,9,9,234596,0,8915.833333333334,243511.8333333333
gearbox,delay,9,9,0,0,28831015.232407406,28831015.232407406
