datetime|env_datetime|env_time|agent|action|reason|additional|system_id|system_name|part_id|part_name|system_operating_level|part_operating_level|duration|distance_km|request_id|location|materials_cost|hourly_labor_cost|salary_labor_cost|total_labor_cost|equipment_cost|total_cost 
2025-10-28 09:13:51.005234|2017-01-12 19:00:00|282.9997222222223|Remote Reset|complete transfer|remote reset|complete|S07T5|S07T5|generator|generator|0.0|1.0|0|0|RPR00000022|system|0|0|0|0|0|0
2025-10-28 09:13:51.005234|2017-01-12 19:00:00|282.9997222222223|Remote Reset|traveling|remote reset|traveling from site to port|S07T5|S07T5|generator|generator|0.0|1.0|0.0|0.0|RPR00000022|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.005234|2017-01-12 19:00:00|282.9997222222223|Remote Reset|complete travel|remote reset|arrived at port|S07T5|S07T5|generator|generator|0.0|1.0|0|0|RPR00000022|port|0|0|0|0|0|0
2025-10-28 09:13:51.005234|2017-01-12 19:00:00|282.9997222222223|Remote Reset|delay|remote reset|work shift has ended; waiting for next shift to start|S07T5|S07T5|generator|generator|0.0|1.0|12.0|0|RPR00000022|port|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.009319|2017-01-13 07:00:00|294.9997222222223|Remote Reset|traveling|remote reset|traveling from port to site|S07T5|S07T5|generator|generator|0.0|1.0|0.0|0.0|RPR00000022|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.009319|2017-01-13 07:00:00|294.9997222222223|Remote Reset|complete travel|remote reset|arrived at S07T5|S07T5|S07T5|generator|generator|0.0|1.0|0|0|RPR00000022|site|0|0|0|0|0|0
2025-10-28 09:13:51.009319|2017-01-13 07:00:00|294.9997222222223|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S07T5|S07T5|S07T5|generator|generator|0.0|1.0|0.0|0|RPR00000022|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.009319|2017-01-13 07:00:00|294.9997222222223|Remote Reset|complete transfer|remote reset|complete|S07T5|S07T5|generator|generator|0.0|1.0|0|0|RPR00000022|system|0|0|0|0|0|0
2025-10-28 09:13:51.009319|2017-01-13 07:00:00|294.9997222222223|Remote Reset|repair|remote reset|repair|S07T5|S07T5|generator|generator|0.0|1.0|0.03277777777777757|0|RPR00000022|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.009319|2017-01-13 07:00:03|295.00083333333333|Truck 2|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.999166666666667|0|na|port|0|0.0|0.0|0.0|19.999305555555555|19.999305555555555
2025-10-28 09:13:51.009319|2017-01-13 07:00:04|295.0008333333334|Truck 3|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.99888888888889|0|na|port|0|0.0|0.0|0.0|19.999074074074073|19.999074074074073
2025-10-28 09:13:51.010427|2017-01-13 07:00:06|295.00166666666667|Truck 1|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.99833333333333|0|na|port|0|0.0|0.0|0.0|19.99861111111111|19.99861111111111
2025-10-28 09:13:51.010427|2017-01-13 07:01:58|295.0325000000001|Remote Reset|transferring crew|remote reset|transferring crew from S07T5 to Remote Reset|S07T5|S07T5|generator|generator|0.0|1.0|0.0|0|RPR00000022|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.010427|2017-01-13 07:01:58|295.0325000000001|Remote Reset|complete transfer|remote reset|complete|S07T5|S07T5|generator|generator|0.0|1.0|0|0|RPR00000022|system|0|0|0|0|0|0
2025-10-28 09:13:51.011415|2017-01-13 07:01:58|295.0325000000001|Remote Reset|repair complete|remote reset|complete|S07T5|S07T5|generator|generator|1.0|1.0|0|0|RPR00000022|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.013418|2017-01-13 07:02:04|295.03416666666675|Remote Reset|traveling|remote reset|traveling from S07T5 to S04T6|S04T6|S04T6|generator|generator|1.0|1.0|0.0|0.0|RPR00000023|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.013418|2017-01-13 07:02:04|295.03416666666675|Remote Reset|complete travel|remote reset|arrived at S04T6|S04T6|S04T6|generator|generator|1.0|1.0|0|0|RPR00000023|system|0|0|0|0|0|0
2025-10-28 09:13:51.014409|2017-01-13 07:02:04|295.03416666666675|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S04T6|S04T6|S04T6|generator|generator|0.0|1.0|0.0|0|RPR00000023|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.014409|2017-01-13 07:02:04|295.03416666666675|Remote Reset|complete transfer|remote reset|complete|S04T6|S04T6|generator|generator|0.0|1.0|0|0|RPR00000023|system|0|0|0|0|0|0
2025-10-28 09:13:51.014409|2017-01-13 07:02:04|295.03416666666675|Remote Reset|repair|remote reset|repair|S04T6|S04T6|generator|generator|0.0|1.0|6.0|0|RPR00000023|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.015407|2017-01-13 09:58:49|297.9802422933575|other|repair request|minor repair|severity level 2|S05T5|S05T5|other|other|1.0|1.0|0|0|RPR00000029|na|0|0|0|0|0|0
2025-10-28 09:13:51.016416|2017-01-13 13:02:04|301.03416666666675|Remote Reset|transferring crew|remote reset|transferring crew from S04T6 to Remote Reset|S04T6|S04T6|generator|generator|0.0|1.0|0.0|0|RPR00000023|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.016416|2017-01-13 13:02:04|301.03416666666675|Remote Reset|complete transfer|remote reset|complete|S04T6|S04T6|generator|generator|0.0|1.0|0|0|RPR00000023|system|0|0|0|0|0|0
2025-10-28 09:13:51.016416|2017-01-13 13:02:04|301.03416666666675|Remote Reset|repair complete|remote reset|complete|S04T6|S04T6|generator|generator|1.0|1.0|0|0|RPR00000023|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.019326|2017-01-13 13:02:07|301.0350000000001|Remote Reset|traveling|remote reset|traveling from S04T6 to S10T5|S10T5|S10T5|generator|generator|1.0|1.0|0.0|0.0|RPR00000024|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.019326|2017-01-13 13:02:07|301.0350000000001|Remote Reset|complete travel|remote reset|arrived at S10T5|S10T5|S10T5|generator|generator|1.0|1.0|0|0|RPR00000024|system|0|0|0|0|0|0
2025-10-28 09:13:51.020325|2017-01-13 13:02:07|301.0350000000001|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S10T5|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.020325|2017-01-13 13:02:07|301.0350000000001|Remote Reset|complete transfer|remote reset|complete|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|system|0|0|0|0|0|0
2025-10-28 09:13:51.021324|2017-01-13 13:02:07|301.0350000000001|Remote Reset|repair|remote reset|repair|S10T5|S10T5|generator|generator|0.0|1.0|5.964722222222222|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.023324|2017-01-13 19:00:00|306.9997222222223|Remote Reset|transferring crew|remote reset|transferring crew from S10T5 to Remote Reset|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.023324|2017-01-13 19:00:00|306.9997222222223|Remote Reset|complete transfer|remote reset|complete|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|system|0|0|0|0|0|0
2025-10-28 09:13:51.024324|2017-01-13 19:00:00|306.9997222222223|Remote Reset|traveling|remote reset|traveling from site to port|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0.0|RPR00000024|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.024324|2017-01-13 19:00:00|306.9997222222223|Remote Reset|complete travel|remote reset|arrived at port|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|port|0|0|0|0|0|0
2025-10-28 09:13:51.024324|2017-01-13 19:00:00|306.9997222222223|Remote Reset|delay|remote reset|work shift has ended; waiting for next shift to start|S10T5|S10T5|generator|generator|0.0|1.0|12.0|0|RPR00000024|port|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.024825|2017-01-13 20:50:03|308.8339758400523|generator|repair request|remote reset|severity level 5|S07T5|S07T5|generator|generator|1.0|1.0|0|0|RPR00000030|na|0|0|0|0|0|0
2025-10-28 09:13:51.028827|2017-01-14 05:36:37|317.61002971873603|generator|repair request|remote reset|severity level 5|S07T4|S07T4|generator|generator|1.0|1.0|0|0|RPR00000031|na|0|0|0|0|0|0
2025-10-28 09:13:51.030827|2017-01-14 07:00:00|318.9997222222223|Remote Reset|traveling|remote reset|traveling from port to site|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0.0|RPR00000024|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.030827|2017-01-14 07:00:00|318.9997222222223|Remote Reset|complete travel|remote reset|arrived at S10T5|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|site|0|0|0|0|0|0
2025-10-28 09:13:51.030827|2017-01-14 07:00:00|318.9997222222223|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S10T5|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.030827|2017-01-14 07:00:00|318.9997222222223|Remote Reset|complete transfer|remote reset|complete|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|system|0|0|0|0|0|0
2025-10-28 09:13:51.030827|2017-01-14 07:00:00|318.9997222222223|Remote Reset|repair|remote reset|repair|S10T5|S10T5|generator|generator|0.0|1.0|0.03527777777777796|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.032828|2017-01-14 07:00:02|319.0002777777778|Truck 3|traveling|minor repair|traveling from port to site|S05T5|S05T5|other|other|1.0|1.0|0.0|0.0|RPR00000029|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.032828|2017-01-14 07:00:02|319.0002777777778|Truck 3|complete travel|minor repair|arrived at S05T5|S05T5|S05T5|other|other|1.0|1.0|0|0|RPR00000029|site|0|0|0|0|0|0
2025-10-28 09:13:51.034828|2017-01-14 07:00:02|319.0002777777778|Truck 3|transferring crew|minor repair|transferring crew from Truck 3 to S05T5|S05T5|S05T5|other|other|0.0|1.0|0.0|0|RPR00000029|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.034828|2017-01-14 07:00:02|319.0002777777778|Truck 3|complete transfer|minor repair|complete|S05T5|S05T5|other|other|0.0|1.0|0|0|RPR00000029|system|0|0|0|0|0|0
2025-10-28 09:13:51.034828|2017-01-14 07:00:02|319.0002777777778|Truck 3|repair|minor repair|repair|S05T5|S05T5|other|other|0.0|1.0|5.0|0|RPR00000029|system|0|0.0|0.0|0.0|4.166666666666667|4.166666666666667
2025-10-28 09:13:51.035828|2017-01-14 07:00:06|319.00166666666667|Truck 1|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.99833333333333|0|na|port|0|0.0|0.0|0.0|19.99861111111111|19.99861111111111
2025-10-28 09:13:51.035828|2017-01-14 07:00:08|319.00194444444446|Truck 2|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.997777777777777|0|na|port|0|0.0|0.0|0.0|19.998148148148147|19.998148148148147
2025-10-28 09:13:51.035828|2017-01-14 07:02:07|319.0350000000001|Remote Reset|transferring crew|remote reset|transferring crew from S10T5 to Remote Reset|S10T5|S10T5|generator|generator|0.0|1.0|0.0|0|RPR00000024|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.035828|2017-01-14 07:02:07|319.0350000000001|Remote Reset|complete transfer|remote reset|complete|S10T5|S10T5|generator|generator|0.0|1.0|0|0|RPR00000024|system|0|0|0|0|0|0
2025-10-28 09:13:51.035828|2017-01-14 07:02:07|319.0350000000001|Remote Reset|repair complete|remote reset|complete|S10T5|S10T5|generator|generator|1.0|1.0|0|0|RPR00000024|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.039828|2017-01-14 07:02:12|319.03638888888895|Remote Reset|traveling|remote reset|traveling from S10T5 to S06T6|S06T6|S06T6|generator|generator|1.0|1.0|0.0|0.0|RPR00000025|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.039828|2017-01-14 07:02:12|319.03638888888895|Remote Reset|complete travel|remote reset|arrived at S06T6|S06T6|S06T6|generator|generator|1.0|1.0|0|0|RPR00000025|system|0|0|0|0|0|0
2025-10-28 09:13:51.041827|2017-01-14 07:02:12|319.03638888888895|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S06T6|S06T6|S06T6|generator|generator|0.0|1.0|0.0|0|RPR00000025|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.041827|2017-01-14 07:02:12|319.03638888888895|Remote Reset|complete transfer|remote reset|complete|S06T6|S06T6|generator|generator|0.0|1.0|0|0|RPR00000025|system|0|0|0|0|0|0
2025-10-28 09:13:51.041827|2017-01-14 07:02:12|319.03638888888895|Remote Reset|repair|remote reset|repair|S06T6|S06T6|generator|generator|0.0|1.0|6.0|0|RPR00000025|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.043827|2017-01-14 10:36:53|322.6145135897697|generator|repair request|remote reset|severity level 5|S05T3|S05T3|generator|generator|1.0|1.0|0|0|RPR00000032|na|0|0|0|0|0|0
2025-10-28 09:13:51.044827|2017-01-14 12:00:02|324.0002777777778|Truck 3|transferring crew|minor repair|transferring crew from S05T5 to Truck 3|S05T5|S05T5|other|other|0.0|1.0|0.0|0|RPR00000029|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.044827|2017-01-14 12:00:02|324.0002777777778|Truck 3|complete transfer|minor repair|complete|S05T5|S05T5|other|other|0.0|1.0|0|0|RPR00000029|system|0|0|0|0|0|0
2025-10-28 09:13:51.044827|2017-01-14 12:00:02|324.0002777777778|Truck 3|repair complete|minor repair|complete|S05T5|S05T5|other|other|1.0|1.0|0|0|RPR00000029|system|158.4|0|0|0|0|158.4
2025-10-28 09:13:51.048835|2017-01-14 12:00:09|324.0025|Truck 3|traveling|no requests|traveling from site to port|||||0|0|0.0|0.0|na|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.048835|2017-01-14 12:00:09|324.0025|Truck 3|complete travel|no requests|arrived at port|||||0|0|0|0|na|port|0|0|0|0|0|0
2025-10-28 09:13:51.048835|2017-01-14 12:00:09|324.0025|Truck 3|delay|no requests|no work requests, waiting until the next shift|||||0|0|18.997500000000002|0|na|port|0|0.0|0.0|0.0|15.83125|15.83125
2025-10-28 09:13:51.048835|2017-01-14 13:02:12|325.03638888888895|Remote Reset|transferring crew|remote reset|transferring crew from S06T6 to Remote Reset|S06T6|S06T6|generator|generator|0.0|1.0|0.0|0|RPR00000025|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.048835|2017-01-14 13:02:12|325.03638888888895|Remote Reset|complete transfer|remote reset|complete|S06T6|S06T6|generator|generator|0.0|1.0|0|0|RPR00000025|system|0|0|0|0|0|0
2025-10-28 09:13:51.049827|2017-01-14 13:02:12|325.03638888888895|Remote Reset|repair complete|remote reset|complete|S06T6|S06T6|generator|generator|1.0|1.0|0|0|RPR00000025|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.052831|2017-01-14 13:02:15|325.0372222222223|Remote Reset|traveling|remote reset|traveling from S06T6 to S06T1|S06T1|S06T1|generator|generator|1.0|1.0|0.0|0.0|RPR00000026|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.052831|2017-01-14 13:02:15|325.0372222222223|Remote Reset|complete travel|remote reset|arrived at S06T1|S06T1|S06T1|generator|generator|1.0|1.0|0|0|RPR00000026|system|0|0|0|0|0|0
2025-10-28 09:13:51.053831|2017-01-14 13:02:15|325.0372222222223|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.053831|2017-01-14 13:02:15|325.0372222222223|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|system|0|0|0|0|0|0
2025-10-28 09:13:51.053831|2017-01-14 13:02:15|325.0372222222223|Remote Reset|repair|remote reset|repair|S06T1|S06T1|generator|generator|0.0|1.0|5.9625|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.055830|2017-01-14 19:00:00|330.99972222222226|Remote Reset|transferring crew|remote reset|transferring crew from S06T1 to Remote Reset|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.055830|2017-01-14 19:00:00|330.99972222222226|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|system|0|0|0|0|0|0
2025-10-28 09:13:51.056833|2017-01-14 19:00:00|330.99972222222226|Remote Reset|traveling|remote reset|traveling from site to port|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0.0|RPR00000026|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.056833|2017-01-14 19:00:00|330.99972222222226|Remote Reset|complete travel|remote reset|arrived at port|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|port|0|0|0|0|0|0
2025-10-28 09:13:51.056833|2017-01-14 19:00:00|330.99972222222226|Remote Reset|delay|remote reset|work shift has ended; waiting for next shift to start|S06T1|S06T1|generator|generator|0.0|1.0|12.0|0|RPR00000026|port|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.059832|2017-01-15 07:00:00|342.99972222222226|Remote Reset|traveling|remote reset|traveling from port to site|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0.0|RPR00000026|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.059832|2017-01-15 07:00:00|342.99972222222226|Remote Reset|complete travel|remote reset|arrived at S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|site|0|0|0|0|0|0
2025-10-28 09:13:51.059832|2017-01-15 07:00:00|342.99972222222226|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.059832|2017-01-15 07:00:00|342.99972222222226|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|system|0|0|0|0|0|0
2025-10-28 09:13:51.059832|2017-01-15 07:00:00|342.99972222222226|Remote Reset|repair|remote reset|repair|S06T1|S06T1|generator|generator|0.0|1.0|0.037499999999999645|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.060832|2017-01-15 07:00:02|343.0002777777778|Truck 2|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.999444444444446|0|na|port|0|0.0|0.0|0.0|19.999537037037037|19.999537037037037
2025-10-28 09:13:51.060832|2017-01-15 07:00:06|343.00166666666667|Truck 1|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.99833333333333|0|na|port|0|0.0|0.0|0.0|19.99861111111111|19.99861111111111
2025-10-28 09:13:51.060832|2017-01-15 07:00:06|343.00166666666667|Truck 3|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.99833333333333|0|na|port|0|0.0|0.0|0.0|19.99861111111111|19.99861111111111
2025-10-28 09:13:51.060832|2017-01-15 07:02:15|343.0372222222223|Remote Reset|transferring crew|remote reset|transferring crew from S06T1 to Remote Reset|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000026|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.060832|2017-01-15 07:02:15|343.0372222222223|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000026|system|0|0|0|0|0|0
2025-10-28 09:13:51.060832|2017-01-15 07:02:15|343.0372222222223|Remote Reset|repair complete|remote reset|complete|S06T1|S06T1|generator|generator|1.0|1.0|0|0|RPR00000026|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.063829|2017-01-15 07:02:22|343.03916666666674|Remote Reset|traveling|remote reset|traveling from S06T1 to S03T1|S03T1|S03T1|generator|generator|1.0|1.0|0.0|0.0|RPR00000027|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.063829|2017-01-15 07:02:22|343.03916666666674|Remote Reset|complete travel|remote reset|arrived at S03T1|S03T1|S03T1|generator|generator|1.0|1.0|0|0|RPR00000027|system|0|0|0|0|0|0
2025-10-28 09:13:51.064831|2017-01-15 07:02:22|343.03916666666674|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S03T1|S03T1|S03T1|generator|generator|0.0|1.0|0.0|0|RPR00000027|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.064831|2017-01-15 07:02:22|343.03916666666674|Remote Reset|complete transfer|remote reset|complete|S03T1|S03T1|generator|generator|0.0|1.0|0|0|RPR00000027|system|0|0|0|0|0|0
2025-10-28 09:13:51.065826|2017-01-15 07:02:22|343.03916666666674|Remote Reset|repair|remote reset|repair|S03T1|S03T1|generator|generator|0.0|1.0|6.0|0|RPR00000027|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.065826|2017-01-15 07:15:26|343.25714761002723|generator|repair request|remote reset|severity level 5|S00T3|S00T3|generator|generator|1.0|1.0|0|0|RPR00000033|na|0|0|0|0|0|0
2025-10-28 09:13:51.066831|2017-01-15 12:27:17|348.4545121079267|generator|repair request|remote reset|severity level 5|S09T4|S09T4|generator|generator|1.0|1.0|0|0|RPR00000034|na|0|0|0|0|0|0
2025-10-28 09:13:51.067830|2017-01-15 13:02:22|349.03916666666674|Remote Reset|transferring crew|remote reset|transferring crew from S03T1 to Remote Reset|S03T1|S03T1|generator|generator|0.0|1.0|0.0|0|RPR00000027|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.067830|2017-01-15 13:02:22|349.03916666666674|Remote Reset|complete transfer|remote reset|complete|S03T1|S03T1|generator|generator|0.0|1.0|0|0|RPR00000027|system|0|0|0|0|0|0
2025-10-28 09:13:51.067830|2017-01-15 13:02:22|349.03916666666674|Remote Reset|repair complete|remote reset|complete|S03T1|S03T1|generator|generator|1.0|1.0|0|0|RPR00000027|system|0.0|0|0|0|0|0.0
2025-10-28 09:13:51.073337|2017-01-15 13:02:28|349.0408333333334|Remote Reset|traveling|remote reset|traveling from S03T1 to S06T1|S06T1|S06T1|generator|generator|1.0|1.0|0.0|0.0|RPR00000028|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.073337|2017-01-15 13:02:28|349.0408333333334|Remote Reset|complete travel|remote reset|arrived at S06T1|S06T1|S06T1|generator|generator|1.0|1.0|0|0|RPR00000028|system|0|0|0|0|0|0
2025-10-28 09:13:51.074333|2017-01-15 13:02:28|349.0408333333334|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.074333|2017-01-15 13:02:28|349.0408333333334|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|system|0|0|0|0|0|0
2025-10-28 09:13:51.075604|2017-01-15 13:02:28|349.0408333333334|Remote Reset|repair|remote reset|repair|S06T1|S06T1|generator|generator|0.0|1.0|5.95888888888889|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.077907|2017-01-15 19:00:00|354.9997222222223|Remote Reset|transferring crew|remote reset|transferring crew from S06T1 to Remote Reset|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.077907|2017-01-15 19:00:00|354.9997222222223|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|system|0|0|0|0|0|0
2025-10-28 09:13:51.078992|2017-01-15 19:00:00|354.9997222222223|Remote Reset|traveling|remote reset|traveling from site to port|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0.0|RPR00000028|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.078992|2017-01-15 19:00:00|354.9997222222223|Remote Reset|complete travel|remote reset|arrived at port|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|port|0|0|0|0|0|0
2025-10-28 09:13:51.078992|2017-01-15 19:00:00|354.9997222222223|Remote Reset|delay|remote reset|work shift has ended; waiting for next shift to start|S06T1|S06T1|generator|generator|0.0|1.0|12.0|0|RPR00000028|port|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.081908|2017-01-16 02:05:52|362.09765439756814|generator|repair request|remote reset|severity level 5|S10T4|S10T4|generator|generator|1.0|1.0|0|0|RPR00000035|na|0|0|0|0|0|0
2025-10-28 09:13:51.083996|2017-01-16 07:00:00|366.9997222222223|Remote Reset|traveling|remote reset|traveling from port to site|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0.0|RPR00000028|enroute|0|0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.083996|2017-01-16 07:00:00|366.9997222222223|Remote Reset|complete travel|remote reset|arrived at S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|site|0|0|0|0|0|0
2025-10-28 09:13:51.083996|2017-01-16 07:00:00|366.9997222222223|Remote Reset|transferring crew|remote reset|transferring crew from Remote Reset to S06T1|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.083996|2017-01-16 07:00:00|366.9997222222223|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|system|0|0|0|0|0|0
2025-10-28 09:13:51.083996|2017-01-16 07:00:00|366.9997222222223|Remote Reset|repair|remote reset|repair|S06T1|S06T1|generator|generator|0.0|1.0|0.04111111111111043|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.084994|2017-01-16 07:00:03|367.0005555555556|Truck 2|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.999166666666667|0|na|port|0|0.0|0.0|0.0|19.999305555555555|19.999305555555555
2025-10-28 09:13:51.084994|2017-01-16 07:00:03|367.00083333333333|Truck 3|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.999166666666667|0|na|port|0|0.0|0.0|0.0|19.999305555555555|19.999305555555555
2025-10-28 09:13:51.084994|2017-01-16 07:00:08|367.0022222222222|Truck 1|delay|no requests|no work requests, waiting until the next shift|||||0|0|23.997777777777777|0|na|port|0|0.0|0.0|0.0|19.998148148148147|19.998148148148147
2025-10-28 09:13:51.084994|2017-01-16 07:02:28|367.0408333333334|Remote Reset|transferring crew|remote reset|transferring crew from S06T1 to Remote Reset|S06T1|S06T1|generator|generator|0.0|1.0|0.0|0|RPR00000028|system|0|0.0|0.0|0.0|0.0|0.0
2025-10-28 09:13:51.084994|2017-01-16 07:02:28|367.0408333333334|Remote Reset|complete transfer|remote reset|complete|S06T1|S06T1|generator|generator|0.0|1.0|0|0|RPR00000028|system|0|0|0|0|0|0
