run,random_seed,year,Large Crane 1,Large Crane 2,Large Crane for MB,Truck 1,Truck 2,Truck 3
1,1,2017,1184410.8875,491096.83125,0.0,7279.49537037037,7279.497685185185,7279.513194444445
1,1,2018,984031.66875,837254.85625,0.0,7299.531944444445,7299.5263888888885,7299.520833333333
1,1,2019,434401.25,1239689.69375,0.0,7299.513194444445,7299.52037037037,7299.517824074074
1,1,2020,593633.75,1084239.425,0.0,7319.496296296296,7319.5474537037035,7319.534027777778
1,1,2021,999916.39375,821371.225,0.0,7299.510648148148,7299.538425925926,7299.490509259259
1,1,2022,1210526.61875,757957.63125,0.0,7299.532638888889,7299.515972222222,7299.538657407407
1,1,2023,892965.60625,927890.9875,0.0,7299.509027777778,7299.500462962963,7299.512268518519
1,1,2024,604422.5,1073448.70625,0.0,7319.533796296297,7319.492824074074,7319.531944444445
1,1,2025,917683.89375,903602.54375,0.0,7299.540740740741,7299.4949074074075,7299.525925925926
1,1,2026,833151.875,988135.56875,0.0,7299.503703703704,7299.519675925926,7299.524537037037
1,1,2027,578036.9625,1096053.80625,0.0,7299.529629629629,7299.537962962963,7299.516666666666
1,1,2028,1030979.59375,941282.6875,0.0,7319.520833333333,7319.546064814815,7319.511574074074
1,1,2029,578234.40625,1095857.28125,0.0,7299.506944444444,7299.47962962963,7299.512731481482
1,1,2030,977863.15625,843424.59375,0.0,7299.507638888889,7299.498148148148,7299.530555555555
1,1,2031,922800.39375,898486.83125,0.0,7299.524768518519,7299.491898148148,7299.543981481482
1,1,2032,920413.5875,904653.06875,338524.83125,7319.503703703704,7319.476388888889,7319.493055555556
1,1,2033,821575.625,999712.65,0.0,7299.497685185185,7299.538657407407,7299.487731481481
1,1,2034,646707.70625,1027384.1125,0.0,7299.527314814814,7299.511805555556,7299.50462962963
1,1,2035,702421.8875,971669.1,0.0,7299.523611111111,7299.499768518518,7299.545601851852
1,1,2036,1205804.68125,619262.7625,0.0,7319.534490740741,7319.514583333334,7319.515972222222
