run,random_seed,year,operations,port_fees,equipment_cost,total_labor_cost,materials_cost,OpEx
1,1,2017,5104968.0,0.0,1402954.7043981482,0,842533,7350455.704398148
1,1,2018,5104968.0,0.0,1695990.2159722222,0,1528590,8329548.215972222
1,1,2019,5104968.0,0.0,1695989.4993055556,0,1684243,8485200.499305556
1,1,2020,5118954.21369863,0.0,1405438.3634259258,0,764159,7288551.5771245565
1,1,2021,5104968.0,0.0,1695990.0858796297,0,1561241,8362199.0858796295
1,1,2022,5104968.0,0.0,1695990.1284722222,0,1762893,8563851.128472222
1,1,2023,5104968.0,0.0,1695990.061574074,0,1139006,7939964.0615740735
1,1,2024,5118954.21369863,0.0,1699830.405787037,0,1671370,8490154.619485667
1,1,2025,5104968.0,0.0,1695989.9488425925,0,1010381,7811338.948842593
1,1,2026,5104968.0,0.0,1531311.9851851852,0,1543586,8179865.985185185
1,1,2027,5104968.0,0.0,1713473.2717592593,0,1070929,7889370.2717592595
1,1,2028,5118954.21369863,0.0,1552633.7921296298,0,1250794,7922382.0058282595
1,1,2029,5104968.0,0.0,1695990.9222222222,0,1129585,7930543.922222222
1,1,2030,5104968.0,0.0,1843185.8331018519,0,1444813,8392966.833101852
1,1,2031,5104968.0,0.0,1695989.8761574074,0,1374606,8175563.876157408
1,1,2032,5118954.21369863,0.0,2310775.6583703705,0,3925528,11355257.872069001
1,1,2033,5104968.0,0.0,1843186.0266203703,0,1501690,8449844.02662037
1,1,2034,5104968.0,0.0,1548793.6599537036,0,1164372,7818133.659953704
1,1,2035,5104968.0,0.0,1695834.4173611111,0,1875890,8676692.41736111
1,1,2036,5118954.21369863,0.0,1699829.072222222,0,1417770,8236553.285920853
1,1,2037,5104968.0,0.0,1843185.7967592592,0,1146129,8094282.796759259
1,1,2038,5104968.0,0.0,1695991.1053240742,0,1411611,8212570.105324075
1,1,2039,5104968.0,0.0,1843186.2611111111,0,1563595,8511749.26111111
1,1,2040,5118954.21369863,0.0,1699830.7180555556,0,1222736,8041520.931754186
1,1,2041,5104968.0,0.0,1695992.1023148147,0,1061841,7862801.102314815
1,1,2042,5104968.0,0.0,1695990.7305555556,0,1598967,8399925.730555555
1,1,2043,5104968.0,0.0,1695989.049074074,0,699432,7500389.049074074
1,1,2044,5118954.21369863,0.0,1699829.7,0,1660601,8479384.91369863
1,1,2045,5104968.0,0.0,1695989.263888889,0,1219987,8020944.263888889
1,1,2046,5104968.0,0.0,1695991.4773148147,0,1211057,8012016.477314815
2,2,2017,5104968.0,0.0,1517076.424537037,0,797242,7419286.424537037
2,2,2018,5104968.0,0.0,1695988.7997685184,0,1329645,8130601.799768519
2,2,2019,5104968.0,0.0,1695990.5574074073,0,1130955,7931913.557407407
2,2,2020,5118954.21369863,0.0,1699830.269212963,0,1570607,8389391.482911594
2,2,2021,5104968.0,0.0,1695989.517824074,0,1629725,8430682.517824074
2,2,2022,5104968.0,0.0,1695989.731712963,0,1582070,8383027.731712963
2,2,2023,5104968.0,0.0,1695989.9754629629,0,1109439,7910396.975462963
2,2,2024,5118954.21369863,0.0,1847026.275,0,1262967,8228947.48869863
2,2,2025,5104968.0,0.0,1695990.0715277777,0,1301222,8102180.071527777
2,2,2026,5104968.0,0.0,1695990.2143518517,0,1153464,7954422.2143518515
2,2,2027,5104968.0,0.0,1548794.0974537036,0,1593423,8247185.097453704
2,2,2028,5118954.21369863,0.0,1699829.532175926,0,757366,7576149.745874556
2,2,2029,5104968.0,0.0,1530995.8476851853,0,1728036,8363999.847685185
2,2,2030,5104968.0,0.0,1860980.679398148,0,1248598,8214546.679398148
2,2,2031,5104968.0,0.0,1548794.2391203705,0,1245902,7899664.239120371
2,2,2032,5118954.21369863,0.0,1846675.512962963,0,3664990,10630619.726661593
2,2,2033,5104968.0,0.0,1695990.175462963,0,1107496,7908454.175462963
2,2,2034,5104968.0,0.0,1548794.2398148149,0,1151561,7805323.239814815
2,2,2035,5104968.0,0.0,1695990.513888889,0,1691037,8491995.513888888
2,2,2036,5118954.21369863,0.0,1552634.2694444444,0,1507853,8179441.483143074
2,2,2037,5104968.0,0.0,1843184.6224537038,0,874509,7822661.622453704
2,2,2038,5104968.0,0.0,1548793.0233796297,0,1578352,8232113.0233796295
2,2,2039,5104968.0,0.0,1695990.218287037,0,1430255,8231213.218287037
2,2,2040,5118954.21369863,0.0,1699830.2585648147,0,1666319,8485103.472263444
2,2,2041,5104968.0,0.0,1548794.6974537037,0,1361613,8015375.697453704
2,2,2042,5104968.0,0.0,1695639.1210648147,0,1507860,8308467.121064815
2,2,2043,5104968.0,0.0,1548794.6939814815,0,1093916,7747678.693981482
2,2,2044,5118954.21369863,0.0,1699829.1217592594,0,883620,7702403.335457889
2,2,2045,5104968.0,0.0,1843186.9032407408,0,1211736,8159890.90324074
2,2,2046,5104968.0,0.0,1548793.9909722223,0,1665991,8319752.990972223
3,3,2017,5104968.0,0.0,1532655.9719907406,0,879154,7516777.971990741
3,3,2018,5104968.0,0.0,1695990.1400462962,0,1668221,8469179.140046297
3,3,2019,5104968.0,0.0,2658178.8875092594,0,1295299,9058445.88750926
3,3,2020,5118954.21369863,0.0,1552634.967824074,0,1283957,7955546.181522705
3,3,2021,5104968.0,0.0,1548794.1550925926,0,1185703,7839465.155092592
3,3,2022,5104968.0,0.0,1695990.1462962963,0,1318003,8118961.146296296
3,3,2023,5104968.0,0.0,1548794.3347222223,0,1378916,8032678.334722223
3,3,2024,5118954.21369863,0.0,1552634.3782407406,0,938883,7610471.591939371
3,3,2025,5104968.0,0.0,1694772.7078703705,0,912640,7712380.707870371
