subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
power_supply,repair,8,8,1542298,0,38832.5,1581130.5
pump_motor,delay,8,8,0,0,3477.416435185185,3477.416435185185
pump_motor,repair,8,8,571868,0,2596.6666666666665,574464.6666666667
relay,delay,8,8,0,0,735902.7680555555,735902.7680555555
relay,repair,8,8,700706,0,27500.0,728206.0
safety,delay,8,8,0,0,1371.5622685185185,1371.5622685185185
safety,repair,8,8,150460,0,1069.1666666666665,151529.16666666666
sensors,delay,8,8,0,0,4018.250462962963,4018.250462962963
sensors,repair,8,8,573826,0,3446.6666666666665,577272.6666666666
service_items,delay,8,8,0,0,1419.9777777777776,1419.9777777777776
service_items,repair,8,8,41580,0,1398.3333333333335,42978.333333333336
tower_substructure,delay,8,8,0,0,958.2541666666666,958.2541666666666
tower_substructure,repair,8,8,325588,0,953.3333333333334,326541.3333333334
transformer,delay,8,8,0,0,1144.1608796296296,1144.1608796296296
transformer,maintenance,8,8,4176,0,580.0,4756.0
transformer,repair,8,8,5750,0,100.0,5850.0
xformer,delay,8,8,0,0,1280.8067129629628,1280.8067129629628
xformer,repair,8,8,32598,0,757.5,33355.5
yaw,delay,8,8,0,0,55019.104166666664,55019.104166666664
yaw,repair,8,8,153171,0,9288.333333333334,162459.33333333334
blades,delay,9,9,0,0,1127476.9520833334,1127476.9520833334
blades,repair,9,9,579039,0,97837.5,676876.5
controls,delay,9,9,0,0,5866.55,5866.55
controls,repair,9,9,485644,0,5105.0,490749.0
electrical,delay,9,9,0,0,56126.114351851844,56126.114351851844
electrical,repair,9,9,262919,0,6450.0,269369.0
gearbox,delay,9,9,0,0,26937613.811342593,26937613.811342593
gearbox,repair,9,9,18726789,0,1824018.538425926,20550807.538425926
generator,delay,9,9,0,0,5921432.69375,5921432.69375
generator,repair,9,9,7374650,0,477581.6666666667,7852231.666666667
heat_cool,delay,9,9,0,0,2559.929398148148,2559.929398148148
heat_cool,repair,9,9,341984,0,1895.0,343879.0
hub,delay,9,9,0,0,1410209.570601852,1410209.570601852
hub,repair,9,9,566617,0,99120.0,665737.0
main_bearing_failures,delay,9,9,0,0,1351770.399,1351770.399
main_bearing_failures,repair,9,9,600000,0,444528.0,1044527.9999999999
main_bearing_maintenance,delay,9,9,0,0,21598.96087962963,21598.96087962963
main_bearing_maintenance,maintenance,9,9,7092000,0,8865.0,7100865.0
oil,delay,9,9,0,0,3133.9958333333334,3133.9958333333334
oil,repair,9,9,258467,0,3059.9999999999995,261526.99999999997
other,delay,9,9,0,0,64699.29814814815,64699.29814814815
other,repair,9,9,636494,0,14040.832175925927,650534.832175926
pitch,delay,9,9,0,0,85550.28171296297,85550.28171296297
pitch,repair,9,9,1678600,0,25294.998148148148,1703894.9981481482
power_supply,delay,9,9,0,0,387903.7631944444,387903.7631944444
power_supply,repair,9,9,1416053,0,38459.166666666664,1454512.1666666665
pump_motor,delay,9,9,0,0,3313.2076388888886,3313.2076388888886
pump_motor,repair,9,9,568824,0,2518.333333333333,571342.3333333334
relay,delay,9,9,0,0,4614.854861111111,4614.854861111111
relay,repair,9,9,700331,0,4045.0,704376.0
safety,delay,9,9,0,0,1329.8712962962964,1329.8712962962964
safety,repair,9,9,168518,0,1162.5,169680.5
sensors,delay,9,9,0,0,4048.1935185185184,4048.1935185185184
sensors,repair,9,9,596255,0,3850.0,600105.0
service_items,delay,9,9,0,0,1480.7928240740741,1480.7928240740741
service_items,repair,9,9,28638,0,1295.0,29933.000000000004
tower_substructure,delay,9,9,0,0,1268.282175925926,1268.282175925926
tower_substructure,repair,9,9,341835,0,972.5,342807.5
transformer,delay,9,9,0,0,1129.1634259259258,1129.1634259259258
transformer,maintenance,9,9,4176,0,580.0,4756.0
transformer,repair,9,9,60475,0,150.0,60625.0
xformer,delay,9,9,0,0,3870.1407407407405,3870.1407407407405
xformer,repair,9,9,156143,0,826.6666666666667,156969.6666666667
yaw,delay,9,9,0,0,538942.6490740741,538942.6490740741
yaw,repair,9,9,172945,0,16997.5,189942.5
blades,delay,10,10,0,0,1226109.289351852,1226109.289351852
blades,repair,10,10,608438,0,98069.99722222223,706507.9972222223
controls,delay,10,10,0,0,5693.188194444444,5693.188194444444
controls,repair,10,10,460088,0,5128.333333333333,465216.3333333333
electrical,delay,10,10,0,0,121976.80555555556,121976.80555555556
electrical,repair,10,10,279105,0,12038.333333333334,291143.3333333333
gearbox,delay,10,10,0,0,25658762.435185187,25658762.435185187
gearbox,repair,10,10,18698877,0,1794252.2916666667,20493129.291666668
generator,delay,10,10,0,0,6247138.762962963,6247138.762962963
generator,repair,10,10,7175081,0,476744.1666666667,7651825.166666667
heat_cool,delay,10,10,0,0,1926.598148148148,1926.598148148148
heat_cool,repair,10,10,271144,0,1502.5,272646.5
hub,delay,10,10,0,0,2183961.471064815,2183961.471064815
hub,repair,10,10,589630,0,99636.66666666667,689266.6666666666
main_bearing_failures,delay,10,10,0,0,1916285.679,1916285.679
main_bearing_failures,repair,10,10,840000,0,622339.2,1462339.2
main_bearing_maintenance,delay,10,10,0,0,21715.625462962962,21715.625462962962
main_bearing_maintenance,maintenance,10,10,7092000,0,8865.0,7100865.0
oil,delay,10,10,0,0,3576.5349537037036,3576.5349537037036
oil,repair,10,10,241763,0,2871.6666666666665,244634.66666666666
other,delay,10,10,0,0,148144.33657407408,148144.33657407408
other,repair,10,10,656852,0,19570.833333333332,676422.8333333334
pitch,delay,10,10,0,0,80577.14675925925,80577.14675925925
pitch,repair,10,10,1594505,0,20827.5,1615332.5
power_supply,delay,10,10,0,0,768298.2256944445,768298.2256944445
power_supply,repair,10,10,1343446,0,74240.83333333333,1417686.8333333333
pump_motor,delay,10,10,0,0,3067.4099537037036,3067.4099537037036
pump_motor,repair,10,10,539070,0,2475.0,541545.0
relay,delay,10,10,0,0,4249.875,4249.875
relay,repair,10,10,558206,0,3383.333333333333,561589.3333333334
safety,delay,10,10,0,0,1654.044212962963,1654.044212962963
safety,repair,10,10,168098,0,1159.1666666666665,169257.16666666666
sensors,delay,10,10,0,0,3965.7145833333334,3965.7145833333334
sensors,repair,10,10,690115,0,3775.0,693890.0
service_items,delay,10,10,0,0,1503.2976851851852,1503.2976851851852
service_items,repair,10,10,40928,0,1449.1666666666667,42377.16666666667
tower_substructure,delay,10,10,0,0,1412.4243055555555,1412.4243055555555
tower_substructure,repair,10,10,352897,0,927.5,353824.5
