run,random_seed,year,Large Crane 1,Large Crane 2,Large Crane for MB,Truck 1,Truck 2,Truck 3
1,1,2017,1436034.26875,0.0,227619.85,7279.444907407407,7279.462731481482,7279.444675925925
1,1,2018,1163700.93125,510390.7125,0.0,7299.436805555555,7299.43125,7299.426388888889
1,1,2019,1302416.65,371676.875,0.0,7299.450694444445,7299.447222222222,7299.4423611111115
1,1,2020,1141332.95625,536540.0,0.0,7319.462962962963,7319.439814814815,7319.447916666667
1,1,2021,1379700.0,0.0,250735.775,7299.471064814815,7299.436805555555,7299.474999999999
1,1,2022,1325810.0375,344468.75,230177.69375,7299.469675925926,7299.458796296296,7299.453935185185
1,1,2023,1245718.05,428372.63125,0.0,7299.445138888889,7299.456712962963,7299.438657407407
1,1,2024,1375691.95,302180.0,0.0,7319.431712962963,7319.46412037037,7319.440277777778
1,1,2025,1329307.7625,344783.75,0.0,7299.434722222222,7299.449074074074,7299.405092592592
1,1,2026,1153333.125,373562.9375,217413.28125,7299.476157407407,7299.43125,7299.460648148148
1,1,2027,1177560.84375,349335.0,250698.54375,7299.469212962963,7299.4625,7299.450925925926
1,1,2028,1186224.30625,491649.2625,0.0,7319.46087962963,7319.417361111111,7319.450925925926
1,1,2029,1020875.625,506020.39375,0.0,7299.407407407407,7299.47037037037,7299.452777777778
1,1,2030,1087982.5,438913.125,0.0,7299.459027777778,7299.474768518518,7299.468287037037
1,1,2031,1098416.7875,575675.11875,0.0,7299.406481481481,7299.428009259259,7299.447453703704
1,1,2032,1260760.91875,417110.725,0.0,7319.427314814815,7319.4643518518515,7319.4217592592595
1,1,2033,1133342.4125,540748.79375,300454.0625,7299.475694444444,7299.453935185185,7299.459259259259
1,1,2034,1302851.7,371239.8125,0.0,7299.451620370371,7299.470833333333,7299.464583333333
1,1,2035,983154.375,543740.9,0.0,7299.460648148148,7299.4643518518515,7299.450231481482
1,1,2036,1170312.16875,507560.2625,0.0,7319.448611111111,7319.447916666667,7319.440509259259
1,1,2037,1227843.15625,299053.125,0.0,7299.430555555556,7299.469212962963,7299.462962962963
1,1,2038,1321200.58125,352890.05625,247497.18125,7299.457175925926,7299.453935185185,7299.43912037037
1,1,2039,1360261.2375,313830.84375,270743.74375,7299.447685185185,7299.4432870370365,7299.451157407408
1,1,2040,1253397.18125,424473.98125,489960.61875,7319.440277777778,7319.456481481481,7319.458564814815
1,1,2041,1051036.875,475858.6625,0.0,7299.462268518519,7299.447916666667,7299.42662037037
1,1,2042,1004822.9375,522073.125,0.0,7299.489351851852,7299.42962962963,7299.436342592592
1,1,2043,1245561.3375,428529.2125,0.0,7299.425925925926,7299.465972222222,7299.451157407408
1,1,2044,1260759.0375,417112.43125,230847.025,7319.448842592593,7319.46574074074,7319.453935185185
1,1,2045,1020494.05625,800792.90625,249320.33125,7299.4432870370365,7299.456018518518,7299.4326388888885
1,1,2046,1129637.05,397259.23125,0.0,7299.406018518518,7299.455324074074,7299.476157407407
2,2,2017,1408635.2625,0.0,0.0,7279.46574074074,7279.461574074074,7279.419675925926
2,2,2018,1163543.3875,510548.51875,0.0,7299.443981481481,7299.4525462962965,7299.4430555555555
2,2,2019,921268.18125,900018.78125,0.0,7299.438194444444,7299.479629629629,7299.460416666667
