run,random_seed,year,Large Crane 1,Large Crane 2,Truck 1,Truck 2,Truck 3
1,1,2017,1436032.7375,0.0,7279.447916666667,7279.446527777778,7279.427546296296
1,1,2018,1163699.70625,510391.4125,7299.47962962963,7299.439351851852,7299.440046296296
1,1,2019,1302414.41875,371676.875,7299.435648148148,7299.423611111111,7299.440740740741
1,1,2020,1317771.45625,360100.625,7319.458564814815,7319.441666666667,7319.463425925926
1,1,2021,1295838.44375,378252.5,7299.441898148148,7299.487731481481,7299.455787037037
1,1,2022,1020875.625,506021.1375,7299.447222222222,7299.469675925926,7299.446759259259
1,1,2023,1087983.2875,438913.125,7299.444675925926,7299.483564814815,7299.4375
1,1,2024,1298875.04375,375533.875,7319.455787037037,7319.450462962963,7319.482407407408
1,1,2025,1253357.675,420733.4,7299.466203703703,7299.468518518518,7299.478472222222
1,1,2026,1051036.875,475858.75,7299.434027777777,7299.456481481481,7299.427314814815
1,1,2027,1359945.1,166950.0,7299.454166666666,7299.481944444445,7299.449768518519
1,1,2028,1129995.84375,547875.45,7319.4324074074075,7319.456018518518,7319.449074074074
1,1,2029,1306156.05,367936.25,7299.471064814815,7299.454398148148,7299.433333333333
1,1,2030,1346152.5,0.0,7299.438657407407,7299.4740740740735,7299.467592592592
1,1,2031,1074918.025,927113.59375,7299.455555555555,7299.471296296296,7299.447916666667
1,1,2032,1329584.74375,348288.125,7319.449537037037,7319.438194444444,7319.453935185185
1,1,2033,1379700.0,0.0,7299.441203703704,7299.441435185185,7299.459953703704
1,1,2034,1027936.28125,646156.71875,7299.477314814814,7299.471990740741,7299.42662037037
1,1,2035,1280289.78125,393800.9,7299.450694444445,7299.472222222222,7299.4432870370365
1,1,2036,1167322.775,510548.3,7319.438425925926,7319.446759259259,7319.461805555556
1,1,2037,1379700.0,0.0,7299.452314814815,7299.413657407407,7299.46574074074
1,1,2038,1364277.00625,309815.29375,7299.469907407407,7299.457638888889,7299.456712962963
1,1,2039,1382935.33125,291155.0,7299.432175925926,7299.467361111111,7299.444675925925
1,1,2040,1017095.625,513580.13125,7319.482175925926,7319.45,7319.447453703704
1,1,2041,1273355.05625,253539.86875,7299.458796296296,7299.458796296296,7299.462268518519
1,1,2042,1163617.54375,510473.75,7299.468981481481,7299.467361111111,7299.435879629629
1,1,2043,1032373.125,494523.24375,7299.451851851852,7299.474768518518,7299.461805555556
1,1,2044,1527844.23125,297222.38125,7319.4743055555555,7319.474999999999,7319.429398148148
1,1,2045,963203.475,858084.1875,7299.448148148148,7299.434027777777,7299.461111111111
1,1,2046,1147322.8125,379382.5,7299.4636574074075,7299.4638888888885,7299.433796296296
2,2,2017,1404855.65625,0.0,7279.46412037037,7279.453472222222,7279.474768518518
2,2,2018,1163543.34375,510548.2125,7299.470833333333,7299.452083333334,7299.42662037037
2,2,2019,1302416.16875,371676.875,7299.44537037037,7299.444675925926,7299.461111111111
2,2,2020,1141331.5125,536540.0,7319.464814814814,7319.455787037037,7319.449305555556
2,2,2021,1020875.625,506020.83125,7299.4625,7299.456712962963,7299.459722222222
2,2,2022,1154920.56875,519170.8125,7299.456018518518,7299.447222222222,7299.445833333333
2,2,2023,1128420.23125,398475.0,7299.453935185185,7299.4532407407405,7299.44537037037
2,2,2024,1171414.14375,506457.5,7319.468287037037,7319.447685185185,7319.452777777778
2,2,2025,1379700.0,0.0,7299.46875,7299.443981481481,7299.4638888888885
2,2,2026,1193389.9875,480702.18125,7299.429861111111,7299.481944444445,7299.450925925926
2,2,2027,1390694.4375,283398.125,7299.440740740741,7299.465972222222,7299.452777777778
2,2,2028,1083336.29375,594535.4375,7319.447916666667,7319.4849537037035,7319.461574074074
2,2,2029,1155979.23125,518112.5,7299.467361111111,7299.4532407407405,7299.4643518518515
2,2,2030,1081591.875,445304.1875,7299.438425925926,7299.428935185185,7299.448611111111
2,2,2031,1287649.84375,239246.4375,7299.458101851852,7299.439351851852,7299.449074074074
2,2,2032,744645.95,1227618.65,7319.448148148148,7319.441666666667,7319.46087962963
2,2,2033,1051036.875,475858.925,7299.439583333333,7299.434259259259,7299.422685185185
2,2,2034,1359945.58125,166950.0,7299.468055555555,7299.447685185185,7299.459259259259
2,2,2035,1360260.975,313831.325,7299.414583333333,7299.452777777778,7299.455555555555
2,2,2036,1190003.60625,487869.04375,7319.428472222222,7319.436805555555,7319.4638888888885
2,2,2037,1212601.05,461491.25,7299.450694444445,7299.456712962963,7299.477777777778
2,2,2038,1379700.0,0.0,7299.460648148148,7299.490509259259,7299.483101851852
2,2,2039,1219534.33125,454556.175,7299.46574074074,7299.46412037037,7299.494212962963
2,2,2040,1435979.1,241891.58125,7319.451157407408,7319.466203703703,7319.4625
2,2,2041,1300056.5125,374034.825,7299.468518518518,7299.452083333334,7299.46875
2,2,2042,1182442.25,491648.825,7299.46087962963,7299.4212962962965,7299.450462962963
2,2,2043,1292378.475,381712.775,7299.470833333333,7299.45625,7299.459259259259
2,2,2044,1412590.7875,265281.6,7319.4631944444445,7319.425694444444,7319.440509259259
2,2,2045,964333.125,562563.4625,7299.454166666666,7299.455787037037,7299.423379629629
2,2,2046,1327365.16875,788314.75,7299.429398148148,7299.494212962963,7299.436805555555
3,3,2017,1184572.7875,475859.40625,7279.439583333333,7279.436805555555,7279.436111111111
3,3,2018,1526424.48125,472.5,7299.491203703704,7299.46574074074,7299.462731481482
3,3,2019,1257888.6,416202.43125,7299.448611111111,7299.442361111111,7299.472685185185
3,3,2020,1043752.5,486923.78125,7319.454166666666,7319.465972222222,7319.466203703703
3,3,2021,1000372.775,526522.5,7299.471527777778,7299.465972222222,7299.484722222222
3,3,2022,1220632.54375,453458.75,7299.449537037037,7299.434953703703,7299.452777777778
3,3,2023,1379700.0,0.0,7299.459490740741,7299.421527777778,7299.430324074074
3,3,2024,1401485.9,276385.56875,7319.465509259259,7319.467592592592,7319.487962962963
3,3,2025,1379908.09375,294183.2,7299.449305555556,7299.476157407407,7299.477083333333
3,3,2026,1379700.0,0.0,7299.4643518518515,7299.471990740741,7299.467592592592
3,3,2027,1016392.45,657696.875,7299.477777777778,7299.459953703704,7299.449768518519
3,3,2028,1394631.325,283240.625,7319.469444444444,7319.444675925926,7319.458564814815
3,3,2029,1322146.15,351946.01875,7299.439814814815,7299.478703703704,7299.4525462962965
3,3,2030,1299819.5625,374272.125,7299.4636574074075,7299.440740740741,7299.481481481482
3,3,2031,964333.125,562563.33125,7299.438425925926,7299.454861111111,7299.47962962963
3,3,2032,1178896.225,351779.79375,7319.434953703703,7319.469444444444,7319.447453703704
3,3,2033,1227685.74375,446406.81875,7299.482870370371,7299.454398148148,7299.458101851852
3,3,2034,1378688.95625,295403.69375,7299.44212962963,7299.444444444444,7299.4331018518515
3,3,2035,1186223.08125,487869.13125,7299.440972222222,7299.4375,7299.470601851852
3,3,2036,1289255.625,241419.34375,7319.445833333333,7319.435185185185,7319.444907407407
3,3,2037,1146737.5875,674549.375,7299.444444444444,7299.451851851852,7299.435879629629
3,3,2038,1352739.95625,321351.64375,7299.428009259259,7299.432175925926,7299.460416666667
3,3,2039,1412235.8875,261854.88125,7299.4631944444445,7299.446527777778,7299.471064814815
3,3,2040,1319069.9125,358801.25,7319.459953703704,7319.427546296296,7319.444907407407
3,3,2041,1359945.8875,314144.70625,7299.443749999999,7299.449074074074,7299.4428240740735
3,3,2042,1292220.3625,381870.58125,7299.433564814814,7299.449768518519,7299.446296296296
3,3,2043,1302415.29375,371676.875,7299.474999999999,7299.443749999999,7299.460185185185
3,3,2044,1287529.88125,390340.625,7319.447222222222,7319.453472222222,7319.4423611111115
3,3,2045,1269616.1375,404476.25,7299.457638888889,7299.452083333334,7299.476388888888
3,3,2046,1073054.125,601036.25,7299.472222222222,7299.4319444444445,7299.472453703704
4,4,2017,1452613.68125,0.0,7279.452777777778,7279.451157407408,7279.462037037037
4,4,2018,1064554.9875,755830.725,7299.451157407408,7299.45625,7299.447453703704
