subassembly,action,run,random_seed,materials_cost,total_labor_cost,equipment_cost,total_cost
blades,delay,1,1,0,0,1098884.9921296297,1098884.9921296297
blades,repair,1,1,463119,0,52752.5,515871.5
controls,delay,1,1,0,0,7691.508564814814,7691.508564814814
controls,repair,1,1,515432,0,5443.333333333333,520875.3333333333
electrical,delay,1,1,0,0,273782.27685185184,273782.27685185184
electrical,repair,1,1,264534,0,9113.333333333334,273647.3333333333
gearbox,delay,1,1,0,0,27262506.120138887,27262506.120138887
gearbox,repair,1,1,19358103,0,1873083.125,21231186.125
generator,delay,1,1,0,0,5430490.497453704,5430490.497453704
generator,repair,1,1,6948214,0,414263.3333333333,7362477.333333333
heat_cool,delay,1,1,0,0,1679.1083333333333,1679.1083333333333
heat_cool,repair,1,1,305440,0,1692.5,307132.5
hub,delay,1,1,0,0,949328.2530092592,949328.2530092592
hub,repair,1,1,674171,0,145330.0,819501.0
main_bearing_failures,delay,1,1,0,0,60.0,60.0
main_bearing_failures,repair,1,1,279000,0,60.0,279060.0
main_bearing_maintenance,delay,1,1,0,0,2907.4608796296297,2907.4608796296297
main_bearing_maintenance,maintenance,1,1,625000,0,1250.0,626250.0
oil,delay,1,1,0,0,3359.867361111111,3359.867361111111
oil,repair,1,1,262733,0,2981.6666666666665,265714.6666666666
other,delay,1,1,0,0,9898.888194444444,9898.888194444444
other,repair,1,1,708494,0,8949.166666666668,717443.1666666666
pitch,delay,1,1,0,0,19885.485185185185,19885.485185185185
pitch,repair,1,1,1575575,0,17031.66597222222,1592606.6659722223
power_supply,delay,1,1,0,0,1259602.3261574074,1259602.3261574074
power_supply,repair,1,1,1727897,0,65730.0,1793627.0
pump_motor,delay,1,1,0,0,3093.2252314814814,3093.2252314814814
pump_motor,repair,1,1,570490,0,2505.0,572995.0
relay,delay,1,1,0,0,81459.66921296297,81459.66921296297
relay,repair,1,1,642197,0,27295.833333333332,669492.8333333334
safety,delay,1,1,0,0,1683.2212962962963,1683.2212962962963
safety,repair,1,1,168518,0,1162.5,169680.5
sensors,delay,1,1,0,0,3648.2372685185182,3648.2372685185182
sensors,repair,1,1,719336,0,4046.6666666666665,723382.6666666666
service_items,delay,1,1,0,0,1209.975,1209.975
