run,random_seed,year,operations,port_fees,equipment_cost,total_labor_cost,materials_cost,OpEx
1,1,2017,5104968.0,0.0,1942465.6722222222,0,2023261,9070694.672222223
1,1,2018,5104968.0,0.0,1843186.9532407408,0,2018262,8966416.953240741
1,1,2019,5104968.0,0.0,1695990.8504629629,0,2025178,8826136.850462962
1,1,2020,5118954.21369863,0.0,1682273.9053240742,0,2099369,8900597.119022705
1,1,2021,5104968.0,0.0,2237635.83125,0,2448897,9791500.83125
1,1,2022,5104968.0,0.0,2182354.748148148,0,2146158,9433480.748148147
1,1,2023,5104968.0,0.0,1843186.4159722223,0,2011619,8959773.415972222
1,1,2024,5118954.21369863,0.0,1847025.4900462963,0,1634238,8600217.703744926
1,1,2025,5104968.0,0.0,1695991.2773148147,0,2107081,8908040.277314816
1,1,2026,5104968.0,0.0,2007231.1273148148,0,2210586,9322785.127314815
1,1,2027,5104968.0,0.0,2128443.045601852,0,2484738,9718149.045601852
1,1,2028,5118954.21369863,0.0,1847025.1134259258,0,2060685,9026664.327124557
1,1,2029,5104968.0,0.0,1843186.1715277778,0,1724227,8672381.171527777
1,1,2030,5104968.0,0.0,1843186.3243055556,0,2009243,8957397.324305555
1,1,2031,5104968.0,0.0,1695990.5201388889,0,1599044,8400002.52013889
1,1,2032,5118954.21369863,0.0,1699830.2527777778,0,2088515,8907299.466476409
1,1,2033,5104968.0,0.0,2205064.2539351853,0,1961616,9271648.253935184
1,1,2034,5104968.0,0.0,1695990.1300925927,0,1727860,8528818.130092593
1,1,2035,5104968.0,0.0,1843185.9613425925,0,1774383,8722536.961342592
1,1,2036,5118954.21369863,0.0,1813675.9641203703,0,1995784,8928414.177819
